car_id,buying,maint,doors,persons,lug_boot,safety,car_class
1241,med,low,3,more,big,med,good
1242,med,low,3,more,big,high,vgood
1243,med,low,4,2,small,low,unacc
1244,med,low,4,2,small,med,unacc
1245,med,low,4,2,small,high,unacc
1251,med,low,4,2,big,high,unacc
1253,med,low,4,4,small,med,acc
1254,med,low,4,4,small,high,good
1257,med,low,4,4,med,high,vgood
1258,med,low,4,4,big,low,unacc
1260,med,low,4,4,big,high,vgood
1261,med,low,4,more,small,low,unacc
1264,med,low,4,more,med,low,unacc
1265,med,low,4,more,med,med,good
1267,med,low,4,more,big,low,unacc
1268,med,low,4,more,big,med,good
1269,med,low,4,more,big,high,vgood
1270,med,low,5more,2,small,low,unacc
1271,med,low,5more,2,small,med,unacc
1273,med,low,5more,2,med,low,unacc
1274,med,low,5more,2,med,med,unacc
1276,med,low,5more,2,big,low,unacc
1278,med,low,5more,2,big,high,unacc
1280,med,low,5more,4,small,med,acc
1281,med,low,5more,4,small,high,good
1282,med,low,5more,4,med,low,unacc
1283,med,low,5more,4,med,med,good
1287,med,low,5more,4,big,high,vgood
1288,med,low,5more,more,small,low,unacc
1289,med,low,5more,more,small,med,acc
1290,med,low,5more,more,small,high,good
1291,med,low,5more,more,med,low,unacc
1292,med,low,5more,more,med,med,good
1293,med,low,5more,more,med,high,vgood
1294,med,low,5more,more,big,low,unacc
1296,med,low,5more,more,big,high,vgood
1298,low,vhigh,2,2,small,med,unacc
1299,low,vhigh,2,2,small,high,unacc
1304,low,vhigh,2,2,big,med,unacc
1305,low,vhigh,2,2,big,high,unacc
1306,low,vhigh,2,4,small,low,unacc
1307,low,vhigh,2,4,small,med,unacc
1308,low,vhigh,2,4,small,high,acc
1309,low,vhigh,2,4,med,low,unacc
1315,low,vhigh,2,more,small,low,unacc
1319,low,vhigh,2,more,med,med,unacc
1324,low,vhigh,3,2,small,low,unacc
1326,low,vhigh,3,2,small,high,unacc
1335,low,vhigh,3,4,small,high,acc
1336,low,vhigh,3,4,med,low,unacc
1337,low,vhigh,3,4,med,med,unacc
1339,low,vhigh,3,4,big,low,unacc
1342,low,vhigh,3,more,small,low,unacc
1344,low,vhigh,3,more,small,high,acc
1345,low,vhigh,3,more,med,low,unacc
1346,low,vhigh,3,more,med,med,acc
1347,low,vhigh,3,more,med,high,acc
1348,low,vhigh,3,more,big,low,unacc
1351,low,vhigh,4,2,small,low,unacc
1354,low,vhigh,4,2,med,low,unacc
1356,low,vhigh,4,2,med,high,unacc
1357,low,vhigh,4,2,big,low,unacc
1359,low,vhigh,4,2,big,high,unacc
1360,low,vhigh,4,4,small,low,unacc
1361,low,vhigh,4,4,small,med,unacc
1362,low,vhigh,4,4,small,high,acc
1363,low,vhigh,4,4,med,low,unacc
1365,low,vhigh,4,4,med,high,acc
1367,low,vhigh,4,4,big,med,acc
1368,low,vhigh,4,4,big,high,acc
1369,low,vhigh,4,more,small,low,unacc
1370,low,vhigh,4,more,small,med,unacc
1374,low,vhigh,4,more,med,high,acc
1375,low,vhigh,4,more,big,low,unacc
1376,low,vhigh,4,more,big,med,acc
1377,low,vhigh,4,more,big,high,acc
1379,low,vhigh,5more,2,small,med,unacc
1381,low,vhigh,5more,2,med,low,unacc
1382,low,vhigh,5more,2,med,med,unacc
1383,low,vhigh,5more,2,med,high,unacc
1384,low,vhigh,5more,2,big,low,unacc
1385,low,vhigh,5more,2,big,med,unacc
1386,low,vhigh,5more,2,big,high,unacc
1387,low,vhigh,5more,4,small,low,unacc
1391,low,vhigh,5more,4,med,med,acc
1396,low,vhigh,5more,more,small,low,unacc
1397,low,vhigh,5more,more,small,med,unacc
1398,low,vhigh,5more,more,small,high,acc
1401,low,vhigh,5more,more,med,high,acc
1402,low,vhigh,5more,more,big,low,unacc
1403,low,vhigh,5more,more,big,med,acc
1406,low,high,2,2,small,med,unacc
1410,low,high,2,2,med,high,unacc
1411,low,high,2,2,big,low,unacc
1412,low,high,2,2,big,med,unacc
1413,low,high,2,2,big,high,unacc
1416,low,high,2,4,small,high,acc
1417,low,high,2,4,med,low,unacc
1419,low,high,2,4,med,high,acc
1420,low,high,2,4,big,low,unacc
1421,low,high,2,4,big,med,acc
1424,low,high,2,more,small,med,unacc
1425,low,high,2,more,small,high,unacc
1427,low,high,2,more,med,med,acc
1428,low,high,2,more,med,high,acc
1429,low,high,2,more,big,low,unacc
1430,low,high,2,more,big,med,acc
1431,low,high,2,more,big,high,vgood
1432,low,high,3,2,small,low,unacc
1434,low,high,3,2,small,high,unacc
1436,low,high,3,2,med,med,unacc
1438,low,high,3,2,big,low,unacc
1439,low,high,3,2,big,med,unacc
1440,low,high,3,2,big,high,unacc
1441,low,high,3,4,small,low,unacc
1446,low,high,3,4,med,high,acc
1447,low,high,3,4,big,low,unacc
1450,low,high,3,more,small,low,unacc
1454,low,high,3,more,med,med,acc
1455,low,high,3,more,med,high,vgood
1456,low,high,3,more,big,low,unacc
1457,low,high,3,more,big,med,acc
1460,low,high,4,2,small,med,unacc
1462,low,high,4,2,med,low,unacc
1463,low,high,4,2,med,med,unacc
1464,low,high,4,2,med,high,unacc
1465,low,high,4,2,big,low,unacc
1466,low,high,4,2,big,med,unacc
1469,low,high,4,4,small,med,acc
1470,low,high,4,4,small,high,acc
1471,low,high,4,4,med,low,unacc
1474,low,high,4,4,big,low,unacc
1475,low,high,4,4,big,med,acc
1476,low,high,4,4,big,high,vgood
1478,low,high,4,more,small,med,acc
1481,low,high,4,more,med,med,acc
1484,low,high,4,more,big,med,acc
1486,low,high,5more,2,small,low,unacc
1487,low,high,5more,2,small,med,unacc
1489,low,high,5more,2,med,low,unacc
1490,low,high,5more,2,med,med,unacc
1491,low,high,5more,2,med,high,unacc
1492,low,high,5more,2,big,low,unacc
1493,low,high,5more,2,big,med,unacc
1495,low,high,5more,4,small,low,unacc
1499,low,high,5more,4,med,med,acc
1500,low,high,5more,4,med,high,vgood
1501,low,high,5more,4,big,low,unacc
1505,low,high,5more,more,small,med,acc
1508,low,high,5more,more,med,med,acc
1510,low,high,5more,more,big,low,unacc
1513,low,med,2,2,small,low,unacc
1515,low,med,2,2,small,high,unacc
1516,low,med,2,2,med,low,unacc
1518,low,med,2,2,med,high,unacc
1519,low,med,2,2,big,low,unacc
1521,low,med,2,2,big,high,unacc
1522,low,med,2,4,small,low,unacc
1524,low,med,2,4,small,high,good
1525,low,med,2,4,med,low,unacc
1528,low,med,2,4,big,low,unacc
1529,low,med,2,4,big,med,good
1530,low,med,2,4,big,high,vgood
1531,low,med,2,more,small,low,unacc
1533,low,med,2,more,small,high,unacc
1534,low,med,2,more,med,low,unacc
1535,low,med,2,more,med,med,acc
1537,low,med,2,more,big,low,unacc
1541,low,med,3,2,small,med,unacc
1542,low,med,3,2,small,high,unacc
1544,low,med,3,2,med,med,unacc
1546,low,med,3,2,big,low,unacc
1547,low,med,3,2,big,med,unacc
1548,low,med,3,2,big,high,unacc
1556,low,med,3,4,big,med,good
1557,low,med,3,4,big,high,vgood
1558,low,med,3,more,small,low,unacc
1561,low,med,3,more,med,low,unacc
1562,low,med,3,more,med,med,good
1564,low,med,3,more,big,low,unacc
1565,low,med,3,more,big,med,good
1566,low,med,3,more,big,high,vgood
1567,low,med,4,2,small,low,unacc
1568,low,med,4,2,small,med,unacc
1570,low,med,4,2,med,low,unacc
1573,low,med,4,2,big,low,unacc
1576,low,med,4,4,small,low,unacc
1578,low,med,4,4,small,high,good
1579,low,med,4,4,med,low,unacc
1584,low,med,4,4,big,high,vgood
1585,low,med,4,more,small,low,unacc
1588,low,med,4,more,med,low,unacc
1589,low,med,4,more,med,med,good
1590,low,med,4,more,med,high,vgood
1592,low,med,4,more,big,med,good
1593,low,med,4,more,big,high,vgood
1594,low,med,5more,2,small,low,unacc
1596,low,med,5more,2,small,high,unacc
1597,low,med,5more,2,med,low,unacc
1599,low,med,5more,2,med,high,unacc
1600,low,med,5more,2,big,low,unacc
1602,low,med,5more,2,big,high,unacc
1603,low,med,5more,4,small,low,unacc
1604,low,med,5more,4,small,med,acc
1608,low,med,5more,4,med,high,vgood
1610,low,med,5more,4,big,med,good
1613,low,med,5more,more,small,med,acc
1614,low,med,5more,more,small,high,good
1620,low,med,5more,more,big,high,vgood
1622,low,low,2,2,small,med,unacc
1623,low,low,2,2,small,high,unacc
1625,low,low,2,2,med,med,unacc
1626,low,low,2,2,med,high,unacc
1628,low,low,2,2,big,med,unacc
1633,low,low,2,4,med,low,unacc
1634,low,low,2,4,med,med,acc
1635,low,low,2,4,med,high,good
1636,low,low,2,4,big,low,unacc
1637,low,low,2,4,big,med,good
1639,low,low,2,more,small,low,unacc
1641,low,low,2,more,small,high,unacc
1642,low,low,2,more,med,low,unacc
1643,low,low,2,more,med,med,acc
1644,low,low,2,more,med,high,good
1649,low,low,3,2,small,med,unacc
1652,low,low,3,2,med,med,unacc
1654,low,low,3,2,big,low,unacc
1655,low,low,3,2,big,med,unacc
1656,low,low,3,2,big,high,unacc
1658,low,low,3,4,small,med,acc
1659,low,low,3,4,small,high,good
1660,low,low,3,4,med,low,unacc
1661,low,low,3,4,med,med,acc
1662,low,low,3,4,med,high,good
1663,low,low,3,4,big,low,unacc
1666,low,low,3,more,small,low,unacc
1667,low,low,3,more,small,med,acc
1669,low,low,3,more,med,low,unacc
1670,low,low,3,more,med,med,good
1675,low,low,4,2,small,low,unacc
1677,low,low,4,2,small,high,unacc
1678,low,low,4,2,med,low,unacc
1679,low,low,4,2,med,med,unacc
1680,low,low,4,2,med,high,unacc
1683,low,low,4,2,big,high,unacc
1684,low,low,4,4,small,low,unacc
1686,low,low,4,4,small,high,good
1688,low,low,4,4,med,med,good
1689,low,low,4,4,med,high,vgood
1690,low,low,4,4,big,low,unacc
1691,low,low,4,4,big,med,good
1692,low,low,4,4,big,high,vgood
1693,low,low,4,more,small,low,unacc
1695,low,low,4,more,small,high,good
1696,low,low,4,more,med,low,unacc
1697,low,low,4,more,med,med,good
1698,low,low,4,more,med,high,vgood
1699,low,low,4,more,big,low,unacc
1701,low,low,4,more,big,high,vgood
1704,low,low,5more,2,small,high,unacc
1705,low,low,5more,2,med,low,unacc
1706,low,low,5more,2,med,med,unacc
1708,low,low,5more,2,big,low,unacc
1711,low,low,5more,4,small,low,unacc
1713,low,low,5more,4,small,high,good
1715,low,low,5more,4,med,med,good
1717,low,low,5more,4,big,low,unacc
1720,low,low,5more,more,small,low,unacc
1722,low,low,5more,more,small,high,good
1723,low,low,5more,more,med,low,unacc
1726,low,low,5more,more,big,low,unacc
1727,low,low,5more,more,big,med,good
